Date,Open,High,Low,Close,Adj Close,Volume
2019-05-28,181.5399932861328,184.7100067138672,181.4499969482422,184.30999755859375,183.93203735351562,14843300
2019-05-29,183.5,184.55999755859375,181.35000610351562,182.19000244140625,181.81637573242188,12797700
2019-05-30,183.0800018310547,183.47999572753906,180.88999938964844,183.00999450683594,182.6346893310547,8581500
2019-05-31,180.27999877929688,180.5399932861328,177.16000366210938,177.47000122070312,177.10606384277344,15226500
2019-06-03,175.0,175.0500030517578,161.00999450683594,164.14999389648438,163.81336975097656,56059600
2019-06-04,163.7100067138672,168.27999877929688,160.83999633789062,167.5,167.156494140625,46044300
2019-06-05,167.47999572753906,168.72000122070312,164.6300048828125,168.1699981689453,167.82513427734375,19758300
2019-06-06,168.3000030517578,169.6999969482422,167.22999572753906,168.3300018310547,167.98480224609375,12446400
2019-06-07,170.1699981689453,173.8699951171875,168.83999633789062,173.35000610351562,172.99452209472656,16917300
2019-06-10,174.75,177.86000061035156,173.8000030517578,174.82000732421875,174.4615020751953,14767900
2019-06-11,178.47999572753906,179.97999572753906,176.7899932861328,178.10000610351562,177.73477172851562,15266600
2019-06-12,178.3800048828125,179.27000427246094,172.8800048828125,175.0399932861328,174.68104553222656,17699800
2019-06-13,175.52999877929688,178.02999877929688,174.61000061035156,177.47000122070312,177.10606384277344,12253600
2019-06-14,180.50999450683594,181.83999633789062,180.0,181.3300018310547,180.95814514160156,16773700
2019-06-17,185.00999450683594,189.5,184.41000366210938,189.00999450683594,188.6223907470703,29459900
2019-06-18,194.0,194.52999877929688,187.27999877929688,188.47000122070312,188.08351135253906,37571400
2019-06-19,187.0,188.10000610351562,184.5500030517578,187.47999572753906,187.09552001953125,21417100
2019-06-20,190.9499969482422,191.16000366210938,187.63999938964844,189.52999877929688,189.14132690429688,14635700
2019-06-21,188.75,192.0,188.75,191.13999938964844,190.74801635742188,22751200
2019-06-24,192.4199981689453,193.97999572753906,191.57000732421875,192.60000610351562,192.20504760742188,15509000
2019-06-25,192.8800048828125,193.13999938964844,188.1300048828125,188.83999633789062,188.45274353027344,16750300
2019-06-26,189.5399932861328,190.75999450683594,187.30999755859375,187.66000366210938,187.27516174316406,12808600
2019-06-27,189.8800048828125,198.8800048828125,188.27000427246094,189.5,189.11138916015625,11159000
2019-06-28,190.5500030517578,193.1999969482422,189.94000244140625,193.0,192.60421752929688,16378900
2019-07-01,195.2100067138672,195.27999877929688,191.92999267578125,193.0,192.60421752929688,14181800
2019-07-02,193.0,195.0,192.7100067138672,195.0,194.60011291503906,9050000
2019-07-03,194.16000366210938,197.39999389648438,194.16000366210938,197.1999969482422,196.79559326171875,10246100
2019-07-05,196.17999267578125,197.07000732421875,194.1699981689453,196.39999389648438,195.9972381591797,11164100
2019-07-08,195.19000244140625,196.67999267578125,193.63999938964844,195.75999450683594,195.35853576660156,9723900
2019-07-09,194.97000122070312,199.4600067138672,194.88999938964844,199.2100067138672,198.80148315429688,14698600
2019-07-10,200.0,202.9600067138672,199.6699981689453,202.72999572753906,202.3142547607422,20571700
2019-07-11,203.25999450683594,203.8000030517578,200.2100067138672,201.22999572753906,200.81732177734375,13678500
2019-07-12,199.67999267578125,205.3000030517578,199.16000366210938,204.8699951171875,204.4498748779297,15366300
2019-07-15,204.25,205.3300018310547,201.82000732421875,203.91000366210938,203.49183654785156,16030300
2019-07-16,203.88999938964844,205.47000122070312,203.10000610351562,203.83999633789062,203.42198181152344,12132700
2019-07-17,204.17999267578125,204.36000061035156,201.58999633789062,201.8000030517578,201.38616943359375,12083700
2019-07-18,200.14999389648438,202.47000122070312,199.3800048828125,200.77999877929688,200.36825561523438,11937900
2019-07-19,202.17999267578125,202.3300018310547,198.07000732421875,198.36000061035156,197.95321655273438,12098300
2019-07-22,199.91000366210938,202.57000732421875,198.80999755859375,202.32000732421875,201.9051055908203,13589000
2019-07-23,202.83999633789062,204.24000549316406,200.9600067138672,202.36000061035156,201.9450225830078,14583700
2019-07-24,197.6300048828125,204.80999755859375,197.22000122070312,204.66000366210938,204.24029541015625,32532500
2019-07-25,206.6999969482422,208.66000366210938,198.25999450683594,200.7100067138672,200.29840087890625,39889900
2019-07-26,200.19000244140625,202.8800048828125,196.25,199.75,199.34036254882812,24434000
2019-07-29,199.0,199.6300048828125,195.3000030517578,195.94000244140625,195.53819274902344,16530800
2019-07-30,195.38999938964844,198.7100067138672,193.5,197.0399932861328,196.6359100341797,11903600
2019-07-31,196.9499969482422,198.75999450683594,192.67999267578125,194.22999572753906,193.83169555664062,14593500
2019-08-01,194.1699981689453,198.47000122070312,190.8800048828125,192.72999572753906,192.3347625732422,17777000
2019-08-02,191.10000610351562,192.6199951171875,188.07000732421875,189.02000427246094,188.6323699951172,15297000
2019-08-05,184.69000244140625,185.6699981689453,179.33999633789062,181.72999572753906,181.35731506347656,23086700
2019-08-06,183.69000244140625,185.7899932861328,183.08999633789062,184.50999450683594,184.13162231445312,18035700
2019-08-07,183.60000610351562,186.3699951171875,181.22000122070312,185.14999389648438,184.77029418945312,15833200
2019-08-08,186.6199951171875,190.33999633789062,184.0500030517578,190.16000366210938,189.77003479003906,14828900
2019-08-09,190.0,190.97999572753906,187.1199951171875,187.85000610351562,187.46478271484375,11058800
2019-08-12,186.85000610351562,187.58999633789062,184.4600067138672,185.3699951171875,184.98985290527344,10930900
2019-08-13,185.52000427246094,191.3800048828125,185.3699951171875,188.4499969482422,188.06353759765625,13577000
2019-08-14,185.8000030517578,185.99000549316406,179.30999755859375,179.7100067138672,179.3414764404297,18903700
2019-08-15,180.9499969482422,183.1999969482422,180.02999877929688,182.58999633789062,182.21556091308594,12925900
2019-08-16,183.75,185.10000610351562,182.36000061035156,183.6999969482422,183.32327270507812,12654600
2019-08-19,186.00999450683594,187.5,184.85000610351562,186.1699981689453,185.7882080078125,9691200
2019-08-20,185.4499969482422,186.0,182.38999938964844,183.80999755859375,183.43304443359375,10083400
2019-08-21,185.0,185.89999389648438,183.13999938964844,183.5500030517578,183.173583984375,8398200
2019-08-22,183.42999267578125,184.11000061035156,179.91000366210938,182.0399932861328,181.6666717529297,10821400
2019-08-23,180.83999633789062,183.1300048828125,176.66000366210938,177.75,177.38548278808594,17323400
2019-08-26,179.39999389648438,180.5,178.24000549316406,180.36000061035156,179.99012756347656,8773600
2019-08-27,181.92999267578125,184.0399932861328,181.00999450683594,181.3000030517578,180.92820739746094,14399600
2019-08-28,180.52999877929688,181.9499969482422,178.9199981689453,181.75999450683594,181.3872528076172,9386100
2019-08-29,183.77000427246094,186.0800018310547,183.47000122070312,185.57000732421875,185.189453125,10128700
2019-08-30,186.77999877929688,186.8000030517578,183.4600067138672,185.6699981689453,185.28924560546875,10774500
2019-09-03,184.0,185.6699981689453,182.11000061035156,182.38999938964844,182.01597595214844,9779400
2019-09-04,184.64999389648438,187.75,183.88999938964844,187.13999938964844,186.7562255859375,11308000
2019-09-05,188.52999877929688,191.36000061035156,187.94000244140625,190.89999389648438,190.50851440429688,13876700
2019-09-06,190.2100067138672,190.2100067138672,186.35000610351562,187.49000549316406,187.1055145263672,15226800
2019-09-09,187.72999572753906,188.97999572753906,185.85000610351562,188.75999450683594,188.37290954589844,14722400
2019-09-10,187.44000244140625,188.10000610351562,184.5500030517578,186.1699981689453,185.7882080078125,15455900
2019-09-11,186.4600067138672,189.44000244140625,186.0800018310547,188.49000549316406,188.10345458984375,11761700
2019-09-12,189.86000061035156,190.92999267578125,187.22999572753906,187.47000122070312,187.08555603027344,11419800
2019-09-13,187.3300018310547,187.97000122070312,186.5399932861328,187.19000244140625,186.80613708496094,11441100
2019-09-16,186.92999267578125,187.7899932861328,185.77000427246094,186.22000122070312,185.83811950683594,8444800
2019-09-17,186.66000366210938,188.32000732421875,185.5399932861328,188.0800018310547,187.69430541992188,9671100
2019-09-18,188.08999633789062,189.0800018310547,186.00999450683594,188.13999938964844,187.75418090820312,9681900
2019-09-19,188.66000366210938,191.10000610351562,188.14999389648438,190.13999938964844,189.7500762939453,10392700
2019-09-20,190.66000366210938,193.10000610351562,188.1199951171875,189.92999267578125,189.54049682617188,19934200
2019-09-23,189.33999633789062,190.10000610351562,185.2100067138672,186.82000732421875,186.4368896484375,13327600
2019-09-24,187.97999572753906,188.0399932861328,180.38999938964844,181.27999877929688,180.9082489013672,18546600
2019-09-25,181.4499969482422,183.4199981689453,177.8699951171875,182.8000030517578,182.42514038085938,18068300
2019-09-26,181.3300018310547,181.39999389648438,177.6699981689453,180.11000061035156,179.7406463623047,16083300
2019-09-27,180.49000549316406,180.75999450683594,175.66000366210938,177.10000610351562,176.73681640625,14656200
2019-09-30,177.8699951171875,178.6699981689453,176.85000610351562,178.0800018310547,177.7147979736328,10740000
2019-10-01,179.14999389648438,179.83999633789062,174.8800048828125,175.80999755859375,175.449462890625,17073000
2019-10-02,174.83999633789062,176.52999877929688,173.08999633789062,174.60000610351562,174.241943359375,16151700
2019-10-03,175.57000732421875,179.83999633789062,173.6300048828125,179.3800048828125,179.01214599609375,16086300
2019-10-04,179.5500030517578,180.97999572753906,178.10000610351562,180.4499969482422,180.07994079589844,10430200
2019-10-07,180.0,181.17999267578125,178.08999633789062,179.67999267578125,179.31150817871094,9178300
2019-10-08,178.25999450683594,180.3699951171875,177.72000122070312,177.75,177.38548278808594,9466900
2019-10-09,179.16000366210938,180.72000122070312,177.94000244140625,179.85000610351562,179.48117065429688,7556900
2019-10-10,180.32000732421875,181.61000061035156,179.1699981689453,180.02999877929688,179.6608123779297,8605000
2019-10-11,182.14999389648438,186.49000549316406,182.13999938964844,184.19000244140625,183.81228637695312,14930500
