Date,Open,High,Low,Close,Adj Close,Volume
2019-05-28,156.39999389648438,157.07000732421875,153.22000122070312,154.80999755859375,149.50723266601562,38603000
2019-05-29,153.5800018310547,154.38499450683594,150.7100067138672,152.47999572753906,147.25704956054688,30073100
2019-05-30,152.36000061035156,153.3699951171875,150.25,151.07000732421875,145.8953399658203,17344700
2019-05-31,149.6300048828125,150.67999267578125,147.9499969482422,149.25999450683594,144.14732360839844,26881200
2019-06-03,149.60000610351562,151.77000427246094,148.84500122070312,149.91000366210938,144.7750701904297,25254400
2019-06-04,151.55999755859375,155.1999969482422,150.63999938964844,154.14999389648438,148.86984252929688,27417200
2019-06-05,155.1699981689453,156.11000061035156,149.30999755859375,151.64999389648438,146.45547485351562,23208600
2019-06-06,152.0,152.6999969482422,150.57000732421875,151.5,146.31060791015625,15763000
2019-06-07,152.9499969482422,155.69000244140625,152.21400451660156,154.22999572753906,148.9470977783203,17817800
2019-06-10,158.77999877929688,161.97999572753906,157.39999389648438,159.85000610351562,154.37460327148438,36473300
2019-06-11,164.1999969482422,165.67999267578125,161.9250030517578,162.64999389648438,157.07867431640625,23408400
2019-06-12,160.47000122070312,161.6999969482422,158.80999755859375,160.0399932861328,154.55809020996094,16329300
2019-06-13,160.5500030517578,161.32000732421875,159.8000030517578,160.3300018310547,154.83816528320312,17571400
2019-06-14,158.3699951171875,158.7100067138672,157.22999572753906,158.10000610351562,152.68453979492188,14981600
2019-06-17,157.52999877929688,160.5500030517578,157.4199981689453,159.91000366210938,154.4325408935547,16079800
2019-06-18,162.88999938964844,169.11000061035156,161.9499969482422,165.50999450683594,159.84072875976562,35754800
2019-06-19,167.77000427246094,167.89999389648438,163.4199981689453,165.4600067138672,159.7924346923828,20798100
2019-06-20,170.19000244140625,170.47999572753906,166.27499389648438,168.25,162.48687744140625,24004700
2019-06-21,167.47999572753906,169.4709930419922,166.77000427246094,167.5500030517578,161.81085205078125,17415800
2019-06-24,168.39999389648438,168.8800048828125,165.77999877929688,168.10000610351562,162.34201049804688,18422600
2019-06-25,167.0399932861328,167.33999633789062,164.6199951171875,165.8000030517578,160.12078857421875,20439200
2019-06-26,168.27999877929688,171.24000549316406,168.14999389648438,168.99000549316406,163.20152282714844,22416400
2019-06-27,170.6199951171875,171.97999572753906,169.3800048828125,170.89999389648438,165.0460968017578,18349400
2019-06-28,170.1999969482422,170.88999938964844,167.9600067138672,169.4499969482422,163.64576721191406,19974300
2019-07-01,175.86500549316406,177.9499969482422,174.36000061035156,175.0500030517578,169.053955078125,25846800
