Ticker,Date,Trade Type,Action,Shares,Price,Profit,Balance
WMT,22.03.2024 12:30,Long,Open,22.0,61.20500183105469,0,9.925567626952216
WMT,02.07.2024 15:30,Long,Close,22.0,68.08000183105469,151.25,1507.6856079101553
NVDA,22.07.2022 09:30,Long,Open,57.0,17.48150062561035,0,3.554464340209961
NVDA,01.09.2022 09:30,Long,Close,57.0,13.849000930786133,-207.05248260498047,792.9475173950195
NVDA,08.09.2022 10:30,Short,Open,56.0,13.954999923706056,0,1574.4275131225586
NVDA,21.09.2022 15:30,Short,Close,56.0,13.25610065460205,39.13835906982432,832.0858764648438
NVDA,28.09.2022 09:30,Short,Open,65.0,12.684000015258787,0,1656.545877456665
NVDA,05.10.2022 09:30,Short,Close,65.0,12.639989852905272,2.8606605529785156,834.9465370178224
NVDA,14.10.2022 09:30,Long,Open,73.0,11.428999900817873,0,0.6295442581176758
NVDA,28.10.2022 11:30,Long,Close,73.0,13.760499954223633,170.19950389862046,1005.1460409164429
NVDA,01.11.2022 14:30,Long,Open,73.0,13.614999771118164,0,11.251057624816895
NVDA,22.11.2022 11:30,Long,Close,73.0,15.835000991821287,162.06008911132798,1167.2061300277708
NVDA,28.11.2022 10:30,Long,Open,72.0,16.090999603271484,0,8.654158592223894
NVDA,26.01.2023 09:30,Long,Close,72.0,19.55900001525879,249.69602966308594,1416.9021596908567
NVDA,30.01.2023 09:30,Long,Open,72.0,19.63504981994629,0,3.1785726547238937
NVDA,23.02.2023 09:30,Long,Close,72.0,23.828998565673828,301.9643096923828,1718.8664693832395
NVDA,28.02.2023 09:30,Long,Open,73.0,23.31999969482422,0,16.50649166107155
NVDA,01.05.2023 09:30,Long,Close,73.0,28.364999771118164,368.285005569458,2087.1514749526978
NVDA,02.05.2023 15:30,Long,Open,73.0,28.21000099182129,0,27.821402549743652
NVDA,25.05.2023 09:30,Long,Close,73.0,38.35700225830078,740.7310924530029,2827.8825674057007
NVDA,31.05.2023 09:30,Long,Open,72.0,39.2234992980957,0,3.7906179428100586
NVDA,14.07.2023 09:30,Long,Close,72.0,47.48799896240234,595.0439758300777,3422.9265432357784
NVDA,01.08.2023 09:30,Long,Open,73.0,46.36200714111328,0,38.50002193450882
NVDA,30.10.2023 14:30,Long,Close,73.0,41.360008239746094,-365.1459197998047,3057.7806234359737
NVDA,01.11.2023 09:30,Short,Open,73.0,41.60000991821289,0,6094.581347465515
NVDA,09.11.2023 09:30,Short,Close,73.0,47.57999801635742,-436.5391311645508,2621.2414922714233
NVDA,15.11.2023 11:30,Long,Open,53.0,48.69499969482422,0,40.406508445739746
NVDA,19.01.2024 11:30,Long,Close,53.0,58.8849983215332,540.0699272155762,3161.3114194869995
NVDA,26.01.2024 11:30,Long,Open,51.0,61.29664993286133,0,35.18227291107178
NVDA,12.02.2024 10:30,Long,Close,51.0,74.04798126220703,650.3178977966309,3811.6293172836304
NVDA,13.02.2024 13:30,Long,Open,52.0,72.09700012207031,0,62.58531093597412
NVDA,04.03.2024 12:30,Long,Close,52.0,86.61299896240234,754.8319396972656,4566.461256980896
NVDA,14.03.2024 09:30,Long,Open,51.0,88.67949676513672,0,43.80692195892334
NVDA,14.05.2024 10:30,Long,Close,51.0,91.17949676513672,127.5,4693.961256980896
NVDA,17.05.2024 10:30,Long,Open,50.0,93.66300201416016,0,10.811156272888184
NVDA,05.06.2024 09:30,Long,Close,50.0,119.71820068359376,1302.7599334716804,5996.721190452577
NVDA,07.06.2024 09:30,Long,Open,50.0,118.83030700683594,0,55.20584011077972
NVDA,28.06.2024 09:30,Long,Close,50.0,126.80599975585938,398.7846374511719,6395.5058279037485
